,croydon-lilydale,yarraville-seddon,eltham-research-montmorency,camberwell-glen iris,wanagaratta,east brunswick,flemington-kensington,murrumbeena-hughesdale,broadmeadows-roxburgh park,west brunswick,carlton-parkville,moe-newborough,glen waverley-mulgrave,mt eliza-mornington-mt martha,vermont-forest hill-burwood east,moonee ponds-ascot vale,fitzroy north-clifton hill,thomastown-lalor,nunawading-mitcham,chadstone-oakleigh,mentone-parkdale-mordialloc,seaford-carrum downs,gladstone park-tullamarine,hampton-beaumaris,newtown,albert park-middle park-west st kilda,doncaster east-donvale,sale-maffra,burwood-ashburton,keilor east-avondale heights,newport-spotswood,werribee-hoppers crossing,geelong-newcombe,ocean grove-barwon heads,bulleen-templestowe-doncaster,hastings-flinders,mill park-epping,narre warren-hampton park,belmont-grovedale,dromana-portsea,dandenong north-endeavour hills,herne hill-geelong west,ivanhoe-ivanhoe east,aspendale-chelsea-carrum,golden square-kangaroo flat,bundoora-greensborough-hurstbridge,collingwood-abbotsford,prahran-windsor,canterbury-surrey hills-mont albert,north melbourne-west melbourne,coburg-pascoe vale south,richmond-burnley,flora hill-bendigo east,wantirna-scoresby,wendouree-alfredton,oak park-glenroy-fawkner,pascoe vale-coburg north,fairfield-alphington,sebastopol-delacombe,st albans-deer park,heidelberg-heidelberg west,east st kilda,east hawthorn,mount clear-buninyong,northcote,sunbury,preston,springvale,cheltenham,port melbourne,warragul,carnegie,kew,keilor,traralgon,morwell,armadale,shepparton,frankston,castlemaine,echuca,balwyn,box hill,elsternwick,brighton east,east melbourne,mildura,ringwood,berwick,seymour,williamstown,sunshine,clayton,corio,toorak,bayswater,dandenong,wodonga,bentleigh,torquay,bendigo,melton,caulfield,noble park,south yarra,brunswick,benalla,essendon,hawthorn,st kilda,docklands,north bendigo,southbank,north geelong,rowville,warrnambool,elwood,hamilton,fitzroy,mount waverley,swan hill,carlton north,footscray,west footscray,whittlesea,blackburn,cranbourne,bairnsdale,thornbury,pakenham,lara,reservoir,malvern east,sydenham,portland,south melbourne,altona,malvern,horsham,ferntree gully,brighton,boronia,craigieburn
warrnambool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elwood,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,6.861191912112639,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,2.5936691057546306,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,5.537972935533187,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,2.93914860657566,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,5.68967717615394,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,-0.1968572253837866,3.3477801414487063,-0.1968572253837866,-0.1968572253837866
hamilton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fitzroy,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,5.935890806758274,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,4.307788612606672,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,7.795967070318881,-0.23247370292641006,-0.23247370292641006,1.246201606741379,-0.23247370292641006,1.2761747222880637,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,0.9813947784069645,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,0.9907915461216842,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,2.699358065860258,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,0.8514104772901546,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,0.9750926213747036,-0.23247370292641006,1.195475488387434,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,2.198509287205254,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006,-0.23247370292641006
mount waverley,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,4.128224499448136,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,2.960322579893423,-0.19701289457897486,5.049650056858582,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,7.101287545580843,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,5.442211683057632,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,2.309070192480939,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486,-0.19701289457897486
swan hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carlton north,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,1.3055034486993757,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,7.362890889453033,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,6.094931404364342,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,3.8689043576243343,-0.24546902810318585,-0.24546902810318585,2.1103375501767694,1.0082706229770093,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,1.1506557052531052,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,1.5605291255623577,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,1.5012029253511938,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,2.253717782250154,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,2.90553903317969,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,1.0339598366259835,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585,-0.24546902810318585
footscray,-0.19533407098598465,8.622581732718823,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,5.140433502620213,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,2.2007405814089243,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,2.9101372214453516,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,3.7473130722241743,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,1.2994642007950061,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,2.6447633428814203,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465,-0.19533407098598465
west footscray,-0.19078710239551247,9.146596573023126,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,1.9250796892724795,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,1.8981979726562679,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,1.993565503299387,4.478473095922004,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,2.5851389795708815,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,3.919994112045549,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247,-0.19078710239551247
whittlesea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blackburn,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,7.5537194550620335,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,5.909849584196757,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,3.3748806858168714,-0.20253171570462605,1.6391490767784844,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,1.625285268921454,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,3.8447850770355005,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,3.5966441880180433,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605,-0.20253171570462605
cranbourne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
